Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1214075;*BMW;*BLINKLEUCHTE LINKS    E46,;*FRONTBLINKER;*98-01          NICHT COUPÈ;*K;*1;*4.88;*13.02;*21.07;*1;*63 12 8 387 343;*4052355016492;*;*20000623;*22;*16;*12;*0.28;*0.18;*J;*8512 2000;*5;*20230401;*Indicator;*98-01          NICHT COUPÔ;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: White;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214076;*BMW;*DESIGNBLINKER SET     E46,;*DESIGN FRONTBLINKER;*98-01                4-TÜR;*T;*1;*12.9;*0;*0;*1;*;*4052355016508;*;*20050728;*25;*22;*15;*0.6;*0.4;*J;*8512 2000;*120;*20230401;*Indicator Set;*98-01                4-TšR;*Colour: Black;*Colour: Glossy;*Quality: Depo / TYC;*;*;*;*;*
1214078;*BMW;*SEITL.BLINKLAMPE RE.  E46,;*SEITENBLINKER;*98->>               ORANGE;*K;*1;*3.27;*9.79;*21.07;*1;*63 13 8 370 720;*4052355016515;*;*20001011;*11;*6;*2;*0.03;*0.02;*J;*8512 2000;*25;*20230401;*Indicator;*98->>               ORANGE;*Fitting Position: Lateral Installation;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*
1214079;*BMW;*SEITL.BLINKLAMPE LI.  E46,;*SEITENBLINKER;*98->>               ORANGE;*K;*1;*3.27;*9.79;*21.07;*1;*63 13 8 370 719;*4052355016522;*;*20001011;*10;*6;*2;*0.03;*0.02;*J;*8512 2000;*25;*20230401;*Indicator;*98->>               ORANGE;*Fitting Position: Lateral Installation;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*
1214080;*BMW;*SCHEINWERFER RE.      E46,;*SCHEINWERF. DEPO/TYC;*98-01    MIT MOTOR FÜR LWR;*K;*1;*52.42;*87.77;*286.5;*1;*63 12 6 902 746;*4052355016539;*;*19991228;*52;*31;*25;*3.68;*2.48;*J;*8512 2000;*81;*20230401;*Headlight;*98-01    MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1214081;*BMW;*SCHEINWERFER LI.      E46,;*SCHEINWERF. DEPO/TYC;*98-01    MIT MOTOR FÜR LWR;*K;*1;*52.42;*87.77;*286.5;*1;*63 12 6 902 747;*4052355016546;*;*19991228;*52;*31;*25;*3.68;*2.48;*J;*8512 2000;*81;*20230401;*Headlight;*98-01    MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1214084;*BMW;*XENONSCHEINW.RE.  BMW E46,;*SCHEINW.HELLA,VALEO;*98-01   M. MARELLI FÜR LWR;*K;*5;*339;*663.67;*889;*1;*63126902760;*4052355016577;*J;*20020304;*33;*57;*26;*4.04;*0;*J;*8512 2000;*4;*20230401;*Headlight;*98-01   M. MARELLI FšR LWR;*Fitting Position: Right;*Supplementary Article/Supplementary Info: with accessories;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Bulb Type: D2S/H7;*Quality: Bosch;*;*
1214086;*BMW;*STELLMOTOR R/L        BMW,;*STELLMOTOR;*98->>      E 46/E39/E85/86;*K;*1;*19.64;*33.04;*47.15;*1;*67168352206;*4052355016591;*;*20101008;*8;*5;*5;*0.13;*0;*J;*8512 2000;*33;*20230401;*Control, headlight range adjustment;*98->>      E 46/E39/E85/86;*Operating Mode: Electric;*Bulb Type: H7/HB3;*for OE number: 67168372381;*;*;*;*;*
1214088;*BMW;*NEBELLEUCHTE RE.  BMW E46,;*NEBELLAMPEN;*98-01          NUR 4-TÜRIG;*K;*1;*14.39;*33.5;*37.38;*1;*63178361952;*4052355016607;*;*19990709;*13;*13;*27;*0.41;*0.32;*J;*8512 2000;*14;*20230401;*Fog Light;*98-01          NUR 4-TšRIG;*Fitting Position: Right;*Quality: Depo / TYC;*;*;*;*;*;*
1214089;*BMW;*NEBELLEUCHTE LI.  BMW E46,;*NEBELLAMPEN;*98-01          NUR 4-TÜRIG;*K;*1;*14.39;*33.5;*48.87;*1;*63176911007;*4052355016614;*;*19990709;*13;*13;*27;*0.41;*0.32;*J;*8512 2000;*14;*20230401;*Fog Light;*98-01          NUR 4-TšRIG;*Fitting Position: Left;*Quality: Depo / TYC;*;*;*;*;*;*
1214090;*BMW;*RÜCKLEUCHTE RE. AUßEN E46,;*RÜCKLEUCHTEN;*98-01        GELB-ROT LIM.;*K;*1;*31.47;*44;*99;*1;*63216907934;*4052355016621;*;*20000210;*36;*36;*15;*1.02;*0.69;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*98-01        GELB-ROT LIM.;*Fitting Position: Right;*Quality: Depo / TYC;*Registration Type: E-type checked;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: Orange;*;*;*
1214091;*BMW;*RÜCKLEUCHTE LI. AUßEN E46,;*RÜCKLEUCHTEN;*98-01        GELB-ROT LIM.;*K;*1;*31.47;*44;*99;*1;*63216907933;*4052355016638;*;*20000210;*36;*36;*15;*1.02;*0.69;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*98-01        GELB-ROT LIM.;*Fitting Position: Left;*Quality: Depo / TYC;*Registration Type: E-type checked;*Supplementary Article/Supplementary Info: without lamp base;*Indicator Colour: Orange;*;*;*
1214092;*BMW;*RÜCKLEUCHTE RE. INNEN E46,;*RÜCKLEUCHTEN;*98-01            LIMOUSINE;*K;*1;*13.08;*33.5;*72.58;*1;*63216907946;*4052355016645;*;*20000210;*20;*20;*10;*0.31;*0.18;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*98-01            LIMOUSINE;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: Red;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*;*
1214093;*BMW;*RÜCKLEUCHTE LI. INNEN E46,;*RÜCKLEUCHTEN;*98-01            LIMOUSINE;*K;*1;*10.43;*33.5;*72.58;*1;*63216907945;*4052355016652;*;*20000210;*20;*20;*10;*0.31;*0.18;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*98-01            LIMOUSINE;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: Red;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*;*
1214096;*BMW;*BREMSLEUCHTE      BMW E46,;*3.BREMSLEUCHTE;*98-05;*K;*1;*49.99;*78.47;*86.14;*1;*63257219086;*4052355533647;*;*20170724;*12;*12;*36;*0.26;*0.15;*J;*8512 2000;*19;*20230401;*Auxiliary Stop Light;*98-05;*Quality: Depo / TYC;*Bulb Type: LED;*Supplementary Article/Supplementary Info: with LED;*;*;*;*;*
1214098;*BMW;*SATZ RÜCKLEUCHTEN AUß.E46,;*DESIGN RÜCKLEUCHTE;*98-01        WEIß-ROT LIM.;*T;*1;*48.9;*0;*0;*1;*;*4052355260260;*;*20051024;*51;*35;*15;*2.9;*0;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*98-01        WEIá-ROT LIM.;*Indicator Colour: White;*Colour: Red;*Section: Outer section;*;*;*;*;*
1214100;*BMW;*MOTORHAUBE        BMW E46,;*MOTORHAUBEN;*99-03         COUPÈ/CABRIO;*K;*1;*167.37;*225;*378.5;*1;*41618237725;*4052355016669;*;*20020218;*155;*24;*116;*18.5;*0;*N;*8708 2990;*75;*20230401;*Bonnet;*99-03         COUPÔ/CABRIO;*;*;*;*;*;*;*;*
1214106;*BMW;*KOTFLÜGEL RE.     BMW E46,;*KOTFLÜGEL;*99-03         COUPÈ/CABRIO;*K;*1;*41.13;*64.51;*89;*1;*41358241440;*4052355016683;*;*20020219;*130;*67;*20;*3.4;*2.8;*J;*8708 2990;*15;*20230401;*Wing;*99-03         COUPÔ/CABRIO;*Fitting Position: Right Front;*;*;*;*;*;*;*
1214107;*BMW;*KOTFLÜGEL LI.     BMW E46,;*KOTFLÜGEL;*99-03         COUPÈ/CABRIO;*K;*1;*41.13;*64.51;*89;*1;*41358241439;*4052355016690;*;*20020219;*130;*60;*20;*3.4;*2.8;*J;*8708 2990;*15;*20230401;*Wing;*99-03         COUPÔ/CABRIO;*Fitting Position: Left Front;*;*;*;*;*;*;*
1214108;*BMW;*RADSCHALE VO.VO.RE.   E46,;*RADSCHALE/RADLÄUFE;*98-05;*K;*1;*9.37;*16.9;*32.14;*1;*51718193812;*4052355016706;*;*20100322;*120;*60;*35;*0.32;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05;*Fitting Position: Right Front;*Section: Front Section;*;*;*;*;*;*
1214109;*BMW;*RADSCHALE VO.VO.LI.   E46,;*RADSCHALE/RADLÄUFE;*98-05;*K;*1;*9.37;*16.9;*28.92;*1;*51718193811;*4052355016713;*;*20100322;*120;*60;*35;*0.32;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05;*Fitting Position: Left Front;*Section: Front Section;*;*;*;*;*;*
1214116;*BMW;*RADSCHALE VO.VO.RE.   E46,;*RADSCHALE/RADLÄUFE;*98-05   FZG MIT SPORTPAKET;*K;*1;*13.58;*24.9;*39;*1;*51718265468;*4052355709370;*;*20210421;*88;*56;*34;*0.6;*0.55;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05   FZG MIT SPORTPAKET;*Fitting Position: Right Front;*Vehicle Equipment: for vehicles with sports package;*Section: Front Section;*;*;*;*;*
1214117;*BMW;*RADSCHALE VO.VO.LI.   E46,;*RADSCHALE/RADLÄUFE;*98-05   FZG MIT SPORTPAKET;*K;*1;*13.58;*24.9;*39;*1;*51718265467;*4052355709387;*;*20210421;*88;*56;*34;*0.6;*0.55;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05   FZG MIT SPORTPAKET;*Fitting Position: Left Front;*Vehicle Equipment: for vehicles with sports package;*Section: Front Section;*;*;*;*;*
1214118;*BMW;*RADSCHALE VO.RE.E46 COUPE,;*RADSCHALE/RADLÄUFE;*98-05          +E46 CABRIO;*K;*1;*9.37;*16.9;*29.9;*1;*51718224986;*4052355709417;*;*20210421;*86;*56;*33;*0.6;*0.55;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05          +E46 CABRIO;*Fitting Position: Right Front;*Section: Front Section;*;*;*;*;*;*
1214119;*BMW;*RADSCHALE VO.LI.E46 COUPE,;*RADSCHALE/RADLÄUFE;*98-05;*K;*1;*9.37;*16.9;*29.9;*1;*51718224985;*4052355709424;*;*20210421;*86;*56;*33;*0.6;*0.55;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05;*Fitting Position: Left Front;*Section: Front Section;*;*;*;*;*;*
1214125;*BMW;*SPIEGEL LI.           E46,;*SPIEGEL;*98-05       GRUND;   5-PIN;*K;*1;*40.21;*66.37;*119;*1;*51168245125;*4052355669131;*;*20190926;*30;*30;*20;*2.5;*2.1;*J;*7009 1000;*7;*20230401;*Outside Mirror;*98-05       GRUND;   5-PIN;*Fitting Position: Left;*Registration Type: E-type checked;*Surface: Primed;*Number of Poles: 5;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: for electric mirror adjustment;*;*
1214126;*BMW;*SP.GLAS RE             E46;*SPIEGELGLÄSER;*98-07;*K;*1;*7.39;*12.9;*38;*1;*51168247132;*4052355318626;*;*20120710;*18;*18;*2;*0.15;*0.13;*J;*7009 1000;*137;*20230401;*Mirror Glass, outside mirror;*98-07;*Fitting Position: Right;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: Blue-tinted;*Outer/Inner Mirror: Heatable;*;*;*;*
1214127;*BMW;*SP.GLAS LI            E46;;*SPIEGELGLÄSER;*98-07;*K;*1;*7.39;*12.9;*38;*1;*51168247131;*4052355318633;*;*20120710;*18;*18;*2;*0.15;*0.13;*J;*7009 1000;*137;*20230401;*Mirror Glass, outside mirror;*98-07;*Fitting Position: Left;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: Blue-tinted;*Outer/Inner Mirror: Heatable;*;*;*;*
1214140;*BMW;*DESIGNGRILL SET       E46,;*DESIGN GRILLE SPORT;*98-01            LIM.COMP.;*T;*1;*25.9;*0;*0;*1;*YR0062CCS;*4052355016720;*;*20020917;*35;*25;*6;*0.9;*0.75;*J;*8708 2990;*124;*20230401;*Radiator Grille;*98-01            LIM.COMP.;*Colour: Black;*Colour: Chrome;*Fitting Position: Left and right;*;*;*;*;*
1214141;*BMW;*GRILL 2-TÜRIG  BMW 03,E46,;*KÜHLERGRILL;*98-03               COUPE';*K;*1;*16.68;*38.33;*46.2;*1;*51118204363;*4052355365750;*;*20130522;*66;*13;*6;*0.8;*0;*J;*8708 2990;*3;*20230401;*Radiator Grille;*98-03               COUPE';*Colour: Black;*Colour: Mat;*;*;*;*;*;*
1214142;*BMW;*SCHEINW.LEISTE RE.BMW E46,;*SCHEINWERFERLEISTEN;*98-01             NUR LIM.;*K;*1;*5.68;*16.21;*28.25;*1;*51138227642;*4052355016737;*;*20030422;*54;*8;*3;*0.1;*0;*J;*8708 2990;*68;*20230401;*Headlight Trim;*98-01             NUR LIM.;*Fitting Position: Right;*Vehicle Equipment: for vehicles with headlamp cleaning system;*;*;*;*;*;*
1214143;*BMW;*SCHEINW.LEISTE LI.BMW E46,;*SCHEINWERFERLEISTEN;*98-01             NUR LIM.;*K;*1;*5.68;*16.21;*28.25;*1;*51138227641;*4052355016744;*;*20030422;*54;*8;*3;*0.1;*0;*J;*8708 2990;*68;*20230401;*Headlight Trim;*98-01             NUR LIM.;*Fitting Position: Left;*Vehicle Equipment: for vehicles with headlamp cleaning system;*;*;*;*;*;*
1214144;*BMW;*GRILL AUßEN RE.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-03                COUPÈ;*K;*1;*18.39;*28.91;*30.44;*1;*51 11 8 204 358;*4052355365781;*;*20130522;*39;*10;*10;*0.3;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*98-03                COUPÔ;*Fitting Position: Outer;*Fitting Position: Right;*;*;*;*;*;*
1214145;*BMW;*GRILL AUßEN LI.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-03                COUPÈ;*K;*1;*15.68;*28.91;*30.5;*1;*51 11 8 204 357;*4052355365798;*;*20130522;*38;*8;*5;*0.3;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*98-03                COUPÔ;*Fitting Position: Outer;*Fitting Position: Left;*;*;*;*;*;*
1214150;*BMW;*STOßSTANGE VORN   BMW E46,;*STOßSTANGE;*99-03                GRUND;*K;*1;*135.79;*225.89;*323.23;*1;*51118218172;*4052355016751;*;*20050921;*30;*180;*95;*3.5;*0;*N;*8708 1090;*2;*20230401;*Bumper;*99-03                GRUND;*Fitting Position: Front;*Surface: Primed;*;*;*;*;*;*
1214154;*BMW;*NR.SCHILD HALTER  BMW E46,;*STOSSST ZUBEHÖR VORN;*98-03                COUPÈ;*K;*1;*15.56;*23.86;*26.5;*1;*51118204367;*4052355365774;*;*20130522;*55;*14;*7;*0.34;*0;*J;*8708 1090;*60;*20230401;*Licence Plate Holder;*98-03                COUPÔ;*Fitting Position: Front;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214163;*BMW;*ABSCHL.KAPPE VORN     E46,;*STOSSST ZUBEHÖR VORN;*98-03;*K;*1;*6.55;*10.53;*12.22;*1;*51117173750;*4052355366467;*;*20130531;*6;*5;*1;*0.01;*0;*J;*8708 1090;*60;*20230401;*Flap, tow hook;*98-03;*Fitting Position: Front;*;*;*;*;*;*;*
1214165;*BMW;*ABSCHL.KAPPE HINT.CPE'E46,;*STOSSST ZUBEHÖR VORN;*98-03;*K;*1;*6.23;*9.18;*10.02;*1;*51127065478;*4052355365897;*;*20130523;*5;*5;*2;*0.2;*0;*J;*8708 1090;*60;*20230401;*Flap, tow hook;*98-03;*Fitting Position: Rear;*Colour: Black;*Surface: Primed;*;*;*;*;*
1214168;*BMW;*LEISTE RE.HINT.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01           KEIN COUPE;*K;*1;*9.26;*14.54;*19.79;*1;*51 12 8 195 316;*4052355366078;*;*20130527;*60;*5;*5;*0.15;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip Set, bumper;*98-01           KEIN COUPE;*Fitting Position: Right Rear;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214169;*BMW;*LEISTE LI.HINT.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01           KEIN COUPE;*K;*1;*9.26;*13.9;*19.79;*1;*51 12 8 195 315;*4052355366085;*;*20130527;*60;*5;*5;*0.15;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip Set, bumper;*98-01           KEIN COUPE;*Fitting Position: Left Rear;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214170;*BMW;*BLINKLEUCHTE RE.      E46,;*FRONTBLINKER;*99-01     NUR COUPÈ/CABRIO;*K;*1;*6.4;*11.12;*35.89;*1;*63126904300;*4052355016775;*;*20020301;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*99-01     NUR COUPÔ/CABRIO;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214171;*BMW;*BLINKLEUCHTE LI.      E46,;*FRONTBLINKER;*99-01     NUR COUPÈ/CABRIO;*K;*1;*6.4;*11.12;*32.26;*1;*63126904299;*4052355016782;*;*20020301;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*99-01     NUR COUPÔ/CABRIO;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214172;*BMW;*BLINKLEUCHTE RE.      E46,;*FRONTBLINKER;*99-01     NUR COUPÈ/CABRIO;*K;*1;*6.53;*14.48;*37.94;*1;*63126904308;*4052355016799;*;*20020301;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*99-01     NUR COUPÔ/CABRIO;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: White;*;*;*;*;*
1214173;*BMW;*BLINKLEUCHTE LI.      E46,;*FRONTBLINKER;*99-01     NUR COUPÈ/CABRIO;*K;*1;*6.53;*14.48;*37.94;*1;*6 904 307;*4052355016805;*;*20020301;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*99-01     NUR COUPÔ/CABRIO;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: White;*;*;*;*;*
1214174;*BMW;*BLINKLEUCHTE RE.      E46,;*FRONTBLINKER;*01-03         COUPÈ/CABRIO;*K;*1;*8.92;*18.87;*32.26;*1;*63 13 6 919 652;*4052355016812;*;*20051128;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*01-03         COUPÔ/CABRIO;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: Crystal clear;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214175;*BMW;*BLINKLEUCHTE LI.      E46,;*FRONTBLINKER;*01-03         COUPÈ/CABRIO;*K;*1;*8.92;*18.87;*32.26;*1;*63 13 6 919 651;*4052355016829;*;*20051128;*22;*22;*11;*0.29;*0.16;*J;*8512 2000;*5;*20230401;*Indicator;*01-03         COUPÔ/CABRIO;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: Crystal clear;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214177;*BMW;*BLINKLEUCHTE LINKS    E46,;*SEITENBLINKER;*98->>                 WEIß;*K;*5;*3.58;*6.9;*8.5;*1;*63 13 2228591;*4052355720832;*;*20211101;*9;*4;*2;*0.12;*0.1;*J;*8512 2000;*25;*20230401;*Indicator;*98->>                 WEIá;*Fitting Position: Lateral Installation;*Fitting Position: Left;*Colour: White;*Supplementary Article/Supplementary Info: without lamp base;*Model year to: 2001;*;*;*
1214178;*BMW;*SATZ BLINKL. R/L. BMW E46,;*SEITENBLINKER;*98->>                 WEIß;*K;*1;*5.66;*17.26;*21.07;*1;*2228591;*4052355016836;*;*20001011;*12;*6;*4;*0.03;*0.02;*J;*8512 2000;*25;*20230401;*Indicator Set;*98->>                 WEIá;*Fitting Position: Lateral Installation;*Colour: White;*Quantity Unit: Set;*Quality: Depo / TYC;*;*;*;*
1214179;*BMW;*SATZ BLINKL. R/L. BMW E46,;*DESIGN SEITENBLINKER;*98->>              SCHWARZ;*T;*1;*6.9;*0;*0;*1;*63132228591;*4052355016843;*;*20001011;*40;*38;*24;*0.06;*0.05;*J;*8512 2000;*117;*20230401;*Indicator Set;*98->>              SCHWARZ;*Fitting Position: Lateral Installation;*Colour: Black;*;*;*;*;*;*
1214180;*BMW;*SCHEINWERFER RE.  BMW E46,;*SCHEINW.HELLA,VALEO;*99-01   M. MARELLI FÜR LWR;*K;*1;*140.35;*224.77;*299;*1;*63 12 6 904 276;*4052355016850;*J;*20020301;*56;*33;*25;*3.18;*0;*J;*8512 2000;*4;*20230401;*Headlight;*99-01   M. MARELLI FšR LWR;*Fitting Position: Right;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Bulb Type: H7 / H7;*Quality: Bosch;*Quality: Certified Quality;*;*
1214181;*BMW;*SCHEINWERFER LI.  BMW E46,;*SCHEINW.HELLA,VALEO;*99-01   M. MARELLI FÜR LWR;*K;*1;*140.35;*224.77;*299;*1;*63 12 6 904 275;*4052355016867;*J;*20020301;*57;*33;*26;*3.18;*0;*J;*8512 2000;*4;*20230401;*Headlight;*99-01   M. MARELLI FšR LWR;*Fitting Position: Left;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Bulb Type: H7 / H7;*Quality: Bosch;*Quality: Certified Quality;*;*
1214182;*BMW;*SCHEINWERFER RE.  BMW E46,;*SCHEINWERF. DEPO/TYC;*99-01    MIT MOTOR FÜR LWR;*K;*1;*55.68;*101.9;*286.5;*1;*63126904276;*4052355016874;*;*20040103;*52;*31;*25;*3.68;*2.48;*J;*8512 2000;*81;*20230401;*Headlight;*99-01    MIT MOTOR FšR LWR;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1214183;*BMW;*SCHEINWERFER LI.  BMW E46,;*SCHEINWERF. DEPO/TYC;*99-01    MIT MOTOR FÜR LWR;*K;*1;*55.68;*101.9;*286.5;*1;*63126904275;*4052355016881;*;*20040103;*52;*31;*25;*3.68;*2.48;*J;*8512 2000;*81;*20230401;*Headlight;*99-01    MIT MOTOR FšR LWR;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*;*
1214186;*BMW;*SCHEINWERFER RE.      E46,;*SCHEINWERF. DEPO/TYC;*98-01          LIM./TOUR.;;*K;*1;*61.12;*79;*189;*1;*63 12 6 906 494;*4052355016911;*;*20041027;*53;*30;*25;*2.15;*0;*J;*8512 2000;*81;*20230401;*Headlight;*98-01          LIM./TOUR.;;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Titanium;*Registration Type: E-type checked;*;*;*
1214187;*BMW;*SCHEINWERFER LI.      E46,;*SCHEINWERF. DEPO/TYC;*98-01           LIM./TOUR:;*K;*1;*61.12;*79;*189;*1;*63 12 6 902 745;*4052355016928;*;*20041027;*54;*31;*31;*3.68;*2.5;*J;*8512 2000;*81;*20230401;*Headlight;*98-01           LIM./TOUR:;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Silver;*Colour: Titanium;*Registration Type: E-type checked;*;*
1214188;*BMW;*NEBELLEUCHTE RE.  BMW E46,;*NEBELLAMPEN;*99-03          NUR 2-TÜRIG;*K;*1;*19.89;*52.31;*81.42;*1;*63176920704;*4052355016935;*;*20030723;*14;*14;*15;*0.38;*0.27;*J;*8512 2000;*14;*20230401;*Fog Light;*99-03          NUR 2-TšRIG;*Fitting Position: Right;*Quality: Depo / TYC;*Supplementary Article/Supplementary Info: without lamp base;*;*;*;*;*
1214189;*BMW;*NEBELLEUCHTE LI.  BMW E46,;*NEBELLAMPEN;*99-03          NUR 2-TÜRIG;*K;*1;*19.89;*52.31;*81.42;*1;*63176920703;*4052355016942;*;*20030723;*14;*14;*15;*0.38;*0.27;*J;*8512 2000;*14;*20230401;*Fog Light;*99-03          NUR 2-TšRIG;*Fitting Position: Left;*Quality: Depo / TYC;*Supplementary Article/Supplementary Info: without lamp base;*;*;*;*;*
1214192;*BMW;*RÜCKL.RE.INNEN    BMW E46,;*RÜCKLEUCHTEN;*99->>     NUR COUPÈ+CABRIO;*K;*1;*10.42;*29.11;*72.58;*1;*63218364728;*4052355016973;*;*20020301;*18;*15;*10;*0.3;*0.2;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*99->>     NUR COUPÔ+CABRIO;*Fitting Position: Right;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*Paired article numbers: 1214193;*;*;*
1214193;*BMW;*RÜCKL.LI.INNEN    BMW E46,;*RÜCKLEUCHTEN;*99->>     NUR COUPÈ+CABRIO;*K;*1;*10.42;*29.11;*72.58;*1;*63218364727;*4052355016980;*;*20020301;*35;*21;*13;*0.3;*0.2;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*99->>     NUR COUPÔ+CABRIO;*Fitting Position: Left;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*Paired article numbers: 1214192;*;*;*
1214195;*BMW;*SATZ RÜCKLEUCHTEN BMW E46,;*DESIGN RÜCKLEUCHTE;*99-03      AUßEN NUR COUPÈ;*T;*1;*54;*0;*0;*1;*;*4052355016997;*;*20050929;*76;*48;*38;*2.85;*2.35;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*99-03      AUáEN NUR COUPÔ;*Indicator Colour: White;*Section: Outer section;*;*;*;*;*;*
1214200;*BMW;*MOTORHAUBE        BMW E46,;*MOTORHAUBEN;*01->>          NUR COMPACT;*K;*1;*229.61;*345;*352.04;*1;*41 61 7 016 417;*4052355017000;*;*20101104;*155;*140;*20;*20.2;*0;*N;*8708 2990;*75;*20230401;*Bonnet;*01->>          NUR COMPACT;*;*;*;*;*;*;*;*
